,Player_Name,Games_Played,Points_Played,Got_Aced/Game,Passes/Game,Perfect_Passes/Game,Pass_Rating,Total_Pass_Error_%,3-pass_Percent,Pass_Attempts,1-pass,2-pass,3-pass,Over_the_Net_Pass,Got_Aced,Total_Pass_Errors,First_Ball_Side_Out_%,,team1,team2,kampnr,Serve_Attempts,Serve_%,Serve_Rating,1-Serve,2-Serve,3-Serve,Aces,Serve_Errors,Points_Lost_on_Serve,Points_Won_on_Serve,Serve_Net_Points,Point_Scoring_%,Serve_Error_%,Ace_%,Aces/Game,Serve_Attempts/Game,Serve_Errors/Game,Serve_Net_Points/Game,Errors:_Out,Errors:_Into_Net,Earned/Game,Errors/Game,Faults/Game,Total/Game,Plus/Minus_Total,Plus/Minus_Net_Total,Total_Earned,Total_Errors,Total_Faults,Total_Earned_(them),Total_Errors_(them),Total_Faults_(them),Block_Errors/Game,Blocks_Still_in_Play/Game,Blocks/Game,Block_Assists,Block_Errors,Block_Solos,Blocks_Still_in_Play,Blocks,Net_Blocks,Block_%,Block_Error_%,Dig_Errors/Game,Dig_Attempts/Game,Digs/Game,Digs,Dig_Attempts,Dig_Errors,Dig_Error_%,Dig_%,Kill_to_Dig_%,Attack_Attempt_to_Dig_%,Kills/Game,Attack_Errors/Game,Attack_Net_Points/Game,Hitting_Efficiency,Kill_%,Attack_Error_%,Attack_Attempts,Attack_Errors,Kills,Errors:_Blocked,season,hjemme,ude,spillested,played,resultat,result_for_frb,date,match_name,opponent,Points_Won_on_Serve_%
129,Bosse, 4, 20,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,hvk,frb,144595,10.0, 100.0%, 2.00,3.0,4.0,3.0,0.0,0.0,3.0,7.0,0.0, 70.0%, 0.0%, 0.0%,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.3,0.3,1.0,1.0,0.0, 0.0%, 100.0%, 0.0%, 0.0%,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,2 - 3,won,2025-10-04,hv2-frb,Hvidovre VK.2,70.0
158,Bosse, 3, 8,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,odv,147577,5.0, 80.0%, 1.60,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0, 40.0%, 20.0%, 20.0%,0.3,1.7,0.3,0.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2025/2026,Frederiksberg Volley,Odense Volleyball,Bülowsvejhallen 1,yes,0 - 3,lost,2025-11-01,frb-ode,Odense Volleyball,40.0
13,Frederik, 1, 29,2.0,5.0,1.0,1.14, 28.6%, 14.3%,7.0,3.0,1.0,1.0,0.0,2.0,2.0, 28.6%, ,frb,k61,141067,8.0, 100.0%, 2.38,1.0,4.0,2.0,1.0,0.0,2.0,6.0,1.0, 75.0%, 0.0%, 12.5%,1.0,8.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,-2.0,-2.0,-2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,2.0,2.0,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 50.0%,1.0,1.0,0.0, 0.000, 25.0%, 25.0%,4.0,1.0,1.0,0.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,75.0
14,Gustav, 3, 33,0.0,0.3,0.0,1.0, 0.0%, 0.0%,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,k61,141067,9.0, 100.0%, 2.22,2.0,4.0,2.0,1.0,0.0,4.0,5.0,1.0, 55.6%, 0.0%, 11.1%,0.3,3.0,0.0,0.3,0.0,0.0,2.0,1.3,0.7,0.7,2.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.3,1.3,3.0,0.0,1.0,1.0,4.0,4.0, 80.0%, 0.0%,0.3,1.0,0.7,2.0,3.0,1.0, 33.3%, 66.7%, 0.0%, 100.0%,1.0,1.0,0.0, 0.000, 42.9%, 42.9%,7.0,3.0,3.0,1.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,55.55555555555556
25,Gustav, 3, 26,0.3,0.0,0.0,0.0, 100.0%, 0.0%,1.0,0.0,0.0,0.0,0.0,1.0,1.0, -, ,fhv,frb,141084,6.0, 66.7%, 1.00,2.0,2.0,0.0,0.0,2.0,5.0,1.0,-2.0, 16.7%, 33.3%, 0.0%,0.0,2.0,0.7,-0.7,0.0,2.0,1.0,2.0,0.3,-1.0,-3.0,-3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.3,1.3,0.7,2.0,1.0,0.0,4.0,2.0,1.0, 28.6%, 14.3%,0.0,0.3,0.3,1.0,1.0,0.0, 0.0%, 100.0%, 0.0%, 0.0%,0.7,0.7,0.0, 0.000, 28.6%, 28.6%,7.0,2.0,2.0,1.0,2024/2025,Frederiksberg Volley,Farum-Holte,Bülowsvejhallen 1,yes,0 - 3,lost,2025-02-22,frb-fah,Farum-Holte,16.666666666666664
44,Gustav, 4, 34,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,hvk,141099,6.0, 83.3%, 0.83,5.0,0.0,0.0,0.0,1.0,5.0,1.0,-1.0, 16.7%, 16.7%, 0.0%,0.0,1.5,0.3,-0.3,0.0,1.0,2.3,1.3,0.0,1.8,7.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,3.0,1.0,0.0,2.0,3.0,2.0, 50.0%, 16.7%,0.3,0.5,0.3,1.0,2.0,1.0, 50.0%, 50.0%, 0.0%, 0.0%,2.3,0.3,2.0, 0.667, 75.0%, 8.3%,12.0,1.0,9.0,0.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,16.666666666666664
56,Gustav, 4, 51,0.0,0.3,0.0,2.0, 0.0%, 0.0%,1.0,0.0,1.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gev,141108,13.0, 92.3%, 1.46,6.0,5.0,1.0,0.0,1.0,10.0,3.0,-1.0, 23.1%, 7.7%, 0.0%,0.0,3.3,0.3,-0.3,1.0,0.0,2.3,1.5,0.5,0.3,1.0,1.0,9.0,6.0,2.0,0.0,0.0,0.0,0.8,1.5,1.3,0.0,3.0,5.0,6.0,5.0,2.0, 35.7%, 21.4%,0.3,0.5,0.3,1.0,2.0,1.0, 50.0%, 50.0%, 0.0%, 0.0%,1.0,0.3,0.8, 0.300, 40.0%, 10.0%,10.0,1.0,4.0,1.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,23.076923076923077
67,Gustav, 5, 64,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,avk,frb,141119,22.0, 90.9%, 1.82,8.0,5.0,6.0,1.0,2.0,9.0,13.0,-1.0, 59.1%, 9.1%, 4.5%,0.2,4.4,0.4,-0.2,0.0,2.0,2.0,1.2,0.6,0.2,1.0,1.0,10.0,6.0,3.0,0.0,0.0,0.0,0.4,0.4,1.4,0.0,2.0,7.0,2.0,7.0,5.0, 63.6%, 18.2%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.4,0.4,0.0, 0.000, 16.7%, 16.7%,12.0,2.0,2.0,1.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,59.09090909090909
79,Gustav, 5, 66,0.0,0.4,0.4,3.0, 0.0%, 100.0%,2.0,0.0,0.0,2.0,0.0,0.0,0.0, 0.0%, ,frb,vli,141123,16.0, 100.0%, 2.00,6.0,4.0,4.0,1.0,0.0,10.0,6.0,1.0, 37.5%, 0.0%, 6.3%,0.2,3.2,0.0,0.2,0.0,0.0,2.6,0.8,0.0,2.8,14.0,14.0,18.0,4.0,0.0,0.0,0.0,0.0,0.2,0.4,2.6,9.0,1.0,4.0,2.0,13.0,12.0, 81.3%, 6.3%,0.2,0.6,0.4,2.0,3.0,1.0, 33.3%, 66.7%, 0.0%, 50.0%,0.8,0.4,0.4, 0.118, 23.5%, 11.8%,17.0,2.0,4.0,1.0,2024/2025,Frederiksberg Volley,VLI,Bülowsvejhallen 1,yes,3 - 2,won,2025-01-18,frb-vli,VLI,37.5
112,Gustav, 4, 45,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,grv,141149,14.0, 92.9%, 2.00,4.0,4.0,4.0,1.0,1.0,8.0,6.0,0.0, 42.9%, 7.1%, 7.1%,0.3,3.5,0.3,0.0,1.0,0.0,2.3,0.5,0.5,2.0,8.0,8.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,2.0,4.0,0.0,4.0,1.0,8.0,8.0, 88.9%, 0.0%,0.0,0.5,0.5,2.0,2.0,0.0, 0.0%, 100.0%, 0.0%, 50.0%,0.8,0.3,0.5, 0.250, 37.5%, 12.5%,8.0,1.0,3.0,1.0,2024/2025,Frederiksberg Volley,Grøndal EV,Bülowsvejhallen 1,yes,3 - 1,won,2025-03-23,frb-grø,Grøndal EV,42.857142857142854
123,Gustav, 3, 34,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,avk,frb,144591,12.0, 83.3%, 1.25,7.0,2.0,0.0,1.0,2.0,7.0,5.0,-1.0, 41.7%, 16.7%, 8.3%,0.3,4.0,0.7,-0.3,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,1.0, 100.0%, 0.0%,0.0,0.7,0.7,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 50.0%,1.3,0.3,1.0, 0.273, 36.4%, 9.1%,11.0,1.0,4.0,0.0,2025/2026,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 0,lost,2025-09-27,avk-frb,Amager Volley.2,41.66666666666667
139,Gustav, 3, 29,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,gen,144610,6.0, 83.3%, 1.83,1.0,2.0,2.0,0.0,1.0,5.0,1.0,-1.0, 16.7%, 16.7%, 0.0%,0.0,2.0,0.3,-0.3,0.0,1.0,2.7,0.7,0.0,4.0,12.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,6.0, 100.0%, 0.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,2.7,0.3,2.3, 0.636, 72.7%, 9.1%,11.0,1.0,8.0,0.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,16.666666666666664
124,Hjorth, 3, 69,0.0,7.0,4.0,2.43, 0.0%, 57.1%,21.0,3.0,6.0,12.0,0.0,0.0,0.0, 42.9%, ,avk,frb,144591,13.0, 84.6%, 2.31,1.0,3.0,5.0,2.0,2.0,9.0,4.0,0.0, 30.8%, 15.4%, 15.4%,0.7,4.3,0.7,0.0,1.0,1.0,4.3,1.0,0.0,3.7,11.0,11.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.0,0.0,2.0,1.0,1.0, 33.3%, 0.0%,0.0,2.0,2.0,6.0,6.0,0.0, 0.0%, 100.0%, 16.7%, 83.3%,3.7,0.3,3.3, 0.333, 36.7%, 3.3%,30.0,1.0,11.0,1.0,2025/2026,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 0,lost,2025-09-27,avk-frb,Amager Volley.2,30.76923076923077
140,Hjorth, 3, 34,0.0,1.3,0.0,1.75, 0.0%, 0.0%,4.0,1.0,3.0,0.0,0.0,0.0,0.0, 50.0%, ,frb,gen,144610,5.0, 60.0%, 1.60,0.0,1.0,2.0,0.0,2.0,3.0,2.0,-2.0, 40.0%, 40.0%, 0.0%,0.0,1.7,0.7,-0.7,0.0,2.0,3.3,1.7,0.0,1.7,5.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,2.0,0.0,1.0,1.0,3.0,3.0, 75.0%, 0.0%,0.0,2.7,2.7,8.0,8.0,0.0, 0.0%, 100.0%, 12.5%, 87.5%,2.3,0.7,1.7, 0.417, 58.3%, 16.7%,12.0,2.0,7.0,1.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,40.0
150,Hjorth, 3, 56,0.0,2.7,1.0,2.38, 0.0%, 37.5%,8.0,0.0,5.0,3.0,0.0,0.0,0.0, 25.0%, ,hvk,frb,147434,15.0, 86.7%, 1.93,4.0,3.0,5.0,1.0,2.0,6.0,9.0,-1.0, 60.0%, 13.3%, 6.7%,0.3,5.0,0.7,-0.3,2.0,0.0,2.3,1.7,0.3,0.3,1.0,1.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%,0.0,1.7,1.7,5.0,5.0,0.0, 0.0%, 100.0%, 20.0%, 100.0%,2.0,1.0,1.0, 0.158, 31.6%, 15.8%,19.0,3.0,6.0,1.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-10-12,hv2-frb,Hvidovre VK.2,60.0
159,Hjorth, 3, 56,0.7,4.7,1.0,1.81, 12.5%, 18.8%,16.0,2.0,9.0,3.0,0.0,2.0,2.0, 33.3%, ,frb,odv,147577,12.0, 50.0%, 1.42,1.0,1.0,2.0,2.0,6.0,8.0,4.0,-3.0, 33.3%, 50.0%, 16.7%,0.7,4.0,2.0,-1.0,4.0,1.0,3.3,4.0,0.3,-1.0,-3.0,-3.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.0,1.0,1.0,1.0, 50.0%, 0.0%,0.0,0.7,0.7,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,2.3,1.7,0.7, 0.095, 33.3%, 23.8%,21.0,5.0,7.0,4.0,2025/2026,Frederiksberg Volley,Odense Volleyball,Bülowsvejhallen 1,yes,0 - 3,lost,2025-11-01,frb-ode,Odense Volleyball,33.33333333333333
141,Jonas, 4, 16,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,gen,144610,8.0, 87.5%, 1.75,3.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0, 50.0%, 12.5%, 12.5%,0.3,2.0,0.3,0.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.0,0.0,0.0, 0.000, 0.0%, 0.0%,2.0,0.0,0.0,0.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,50.0
160,Jonas, 3, 10,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,odv,147577,5.0, 100.0%, 2.00,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0, 40.0%, 0.0%, 0.0%,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2025/2026,Frederiksberg Volley,Odense Volleyball,Bülowsvejhallen 1,yes,0 - 3,lost,2025-11-01,frb-ode,Odense Volleyball,40.0
4,Kristian, 5, 73,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,gev,frb,141063,22.0, 95.5%, 1.91,8.0,5.0,8.0,0.0,1.0,11.0,11.0,-1.0, 50.0%, 4.5%, 0.0%,0.0,4.4,0.2,-0.2,0.0,1.0,1.2,0.8,0.6,0.6,3.0,3.0,10.0,4.0,3.0,0.0,0.0,0.0,0.4,0.2,1.0,5.0,2.0,0.0,1.0,5.0,3.0, 62.5%, 25.0%,0.0,1.2,1.2,6.0,6.0,0.0, 0.0%, 100.0%, 50.0%, 83.3%,1.0,0.0,1.0, 0.385, 38.5%, 0.0%,13.0,0.0,5.0,0.0,2024/2025,Gentofte Volley.2,Frederiksberg Volley,Kildeskovshal 1 1,yes,3 - 2,lost,2024-09-29,gv2-frb,Gentofte Volley.2,50.0
15,Kristian, 1, 12,0.0,1.0,0.0,1.0, 0.0%, 0.0%,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,k61,141067,3.0, 100.0%, 2.00,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0, 33.3%, 0.0%, 0.0%,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,-1.0, 0.0%, 25.0%,0.0,1.0,1.0,1.0,1.0,0.0, 0.0%, 100.0%, 0.0%, 100.0%,1.0,0.0,1.0, 0.500, 50.0%, 0.0%,2.0,0.0,1.0,0.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,33.33333333333333
34,Kristian, 1, 8,0.0,1.0,1.0,3.0, 0.0%, 100.0%,1.0,0.0,0.0,1.0,0.0,0.0,0.0, 100.0%, ,frb,tkv,141089,2.0, 50.0%, 1.00,0.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.0, 0.0%, 50.0%, 0.0%,0.0,2.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,1.0,0.0,1.0, 0.333, 33.3%, 0.0%,3.0,0.0,1.0,0.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,0.0
45,Kristian, 5, 40,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,hvk,141099,11.0, 81.8%, 1.50,5.0,1.0,0.0,2.0,2.0,8.0,3.0,0.0, 27.3%, 18.2%, 18.2%,0.4,2.2,0.4,0.0,1.0,1.0,2.6,1.0,0.2,1.6,8.0,8.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,1.0,1.0,1.0, 50.0%, 0.0%,0.0,0.6,0.6,3.0,3.0,0.0, 0.0%, 100.0%, 0.0%, 66.7%,2.2,0.6,1.6, 0.500, 68.8%, 18.8%,16.0,3.0,11.0,1.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,27.27272727272727
57,Kristian, 4, 34,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,gev,141108,12.0, 83.3%, 1.58,3.0,5.0,2.0,0.0,2.0,5.0,7.0,-2.0, 58.3%, 16.7%, 0.0%,0.0,3.0,0.5,-0.5,1.0,1.0,0.8,1.0,0.0,-0.3,-1.0,-1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,1.0,0.0,4.0,0.0,-1.0, 0.0%, 20.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.8,0.3,0.5, 0.333, 50.0%, 16.7%,6.0,1.0,3.0,1.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,58.333333333333336
68,Kristian, 2, 7,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,avk,frb,141119,1.0, 100.0%, 1.00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%, 0.0%,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,2.0,2.0,1.0,2.0,0.0, 40.0%, 40.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.0,0.0,0.0, 0.000, 0.0%, 0.0%,2.0,0.0,0.0,0.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,0.0
80,Kristian, 4, 29,0.0,0.3,0.0,2.0, 0.0%, 0.0%,1.0,0.0,1.0,0.0,0.0,0.0,0.0, 100.0%, ,frb,vli,141123,10.0, 90.0%, 1.90,1.0,7.0,0.0,1.0,1.0,5.0,5.0,0.0, 50.0%, 10.0%, 10.0%,0.3,2.5,0.3,0.0,1.0,0.0,0.5,1.0,0.0,-0.5,-2.0,-2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.0,2.0,1.0,1.0,1.0,-1.0, 25.0%, 50.0%,0.3,1.0,0.8,3.0,4.0,1.0, 25.0%, 75.0%, 33.3%, 100.0%,0.0,0.0,0.0, 0.000, 0.0%, 0.0%,2.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,VLI,Bülowsvejhallen 1,yes,3 - 2,won,2025-01-18,frb-vli,VLI,50.0
86,Kristian, 5, 59,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,tkv,frb,141134,20.0, 80.0%, 1.75,4.0,7.0,3.0,2.0,4.0,10.0,10.0,-2.0, 50.0%, 20.0%, 10.0%,0.4,4.0,0.8,-0.4,1.0,3.0,3.0,1.6,0.0,1.4,7.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,2.0,1.0,0.0,2.0,2.0,1.0, 40.0%, 20.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,2.2,0.6,1.6, 0.364, 50.0%, 13.6%,22.0,3.0,11.0,0.0,2024/2025,Team Køge,Frederiksberg Volley,Spar Nord Arena 1,yes,2 - 3,won,2025-03-14,tkv-frb,Team Køge,50.0
96,Kristian, 4, 33,0.0,0.3,0.3,3.0, 0.0%, 100.0%,1.0,0.0,0.0,1.0,0.0,0.0,0.0, 0.0%, ,frb,dtu,141139,11.0, 90.9%, 1.64,5.0,2.0,3.0,0.0,1.0,4.0,7.0,-1.0, 63.6%, 9.1%, 0.0%,0.0,2.8,0.3,-0.3,0.0,1.0,1.0,0.8,0.0,0.3,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,1.0,1.0,1.0,1.0,0.0, 33.3%, 33.3%,0.0,1.0,1.0,4.0,4.0,0.0, 0.0%, 100.0%, 25.0%, 50.0%,0.8,0.3,0.5, 0.286, 42.9%, 14.3%,7.0,1.0,3.0,0.0,2024/2025,Frederiksberg Volley,DTU Volley,Bülowsvejhallen 1,yes,3 - 1,won,2025-01-25,frb-dtu,DTU Volley,63.63636363636363
