,Player_Name,Games_Played,Points_Played,Got_Aced/Game,Passes/Game,Perfect_Passes/Game,Pass_Rating,Total_Pass_Error_%,3-pass_Percent,Pass_Attempts,1-pass,2-pass,3-pass,Over_the_Net_Pass,Got_Aced,Total_Pass_Errors,First_Ball_Side_Out_%,,team1,team2,kampnr,Serve_Attempts,Serve_%,Serve_Rating,1-Serve,2-Serve,3-Serve,Aces,Serve_Errors,Points_Lost_on_Serve,Points_Won_on_Serve,Serve_Net_Points,Point_Scoring_%,Serve_Error_%,Ace_%,Aces/Game,Serve_Attempts/Game,Serve_Errors/Game,Serve_Net_Points/Game,Errors:_Out,Errors:_Into_Net,Earned/Game,Errors/Game,Faults/Game,Total/Game,Plus/Minus_Total,Plus/Minus_Net_Total,Total_Earned,Total_Errors,Total_Faults,Total_Earned_(them),Total_Errors_(them),Total_Faults_(them),Block_Errors/Game,Blocks_Still_in_Play/Game,Blocks/Game,Block_Assists,Block_Errors,Block_Solos,Blocks_Still_in_Play,Blocks,Net_Blocks,Block_%,Block_Error_%,Dig_Errors/Game,Dig_Attempts/Game,Digs/Game,Digs,Dig_Attempts,Dig_Errors,Dig_Error_%,Dig_%,Kill_to_Dig_%,Attack_Attempt_to_Dig_%,Kills/Game,Attack_Errors/Game,Attack_Net_Points/Game,Hitting_Efficiency,Kill_%,Attack_Error_%,Attack_Attempts,Attack_Errors,Kills,Errors:_Blocked,season,hjemme,ude,spillested,played,resultat,result_for_frb,date,match_name,opponent,Points_Won_on_Serve_%
104,Kristian, 3, 26,0.0,0.3,0.0,1.0, 0.0%, 0.0%,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,hvk,frb,141144,8.0, 87.5%, 1.50,3.0,3.0,1.0,0.0,1.0,3.0,5.0,-1.0, 62.5%, 12.5%, 0.0%,0.0,2.7,0.3,-0.3,1.0,0.0,0.7,1.3,0.0,-0.3,-1.0,-1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,1.0, 100.0%, 0.0%,0.0,1.3,1.3,4.0,4.0,0.0, 0.0%, 100.0%, 25.0%, 100.0%,0.7,1.0,-0.3, -0.167, 33.3%, 50.0%,6.0,3.0,2.0,1.0,2024/2025,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-03-29,hv2-frb,Hvidovre VK.2,62.5
113,Kristian, 1, 2,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,grv,141149,1.0, 100.0%, 2.00,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%, 0.0%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,Grøndal EV,Bülowsvejhallen 1,yes,3 - 1,won,2025-03-23,frb-grø,Grøndal EV,0.0
130,Kristian, 5, 45,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,hvk,frb,144595,11.0, 72.7%, 1.36,4.0,1.0,3.0,0.0,3.0,8.0,3.0,-3.0, 27.3%, 27.3%, 0.0%,0.0,2.2,0.6,-0.6,1.0,2.0,2.0,1.0,0.0,1.8,9.0,9.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,4.0,0.0,1.0,6.0,5.0,5.0, 45.5%, 0.0%,0.0,0.4,0.4,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,1.8,0.4,1.4, 0.368, 47.4%, 10.5%,19.0,2.0,9.0,0.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,2 - 3,won,2025-10-04,hv2-frb,Hvidovre VK.2,27.27272727272727
142,Kristian, 4, 21,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gen,144610,3.0, 100.0%, 2.33,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0, 0.0%, 0.0%, 0.0%,0.0,0.8,0.0,0.0,0.0,0.0,1.3,0.0,0.3,1.5,6.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0, 100.0%, 0.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.8,0.0,0.8, 0.429, 42.9%, 0.0%,7.0,0.0,3.0,0.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,0.0
151,Kristian, 2, 14,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,hvk,frb,147434,3.0, 66.7%, 1.33,0.0,2.0,0.0,0.0,1.0,3.0,0.0,-1.0, 0.0%, 33.3%, 0.0%,0.0,1.5,0.5,-0.5,0.0,1.0,1.5,0.5,0.0,1.5,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,4.0,1.0,1.0, 20.0%, 0.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,1.5,0.0,1.5, 0.600, 60.0%, 0.0%,5.0,0.0,3.0,0.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-10-12,hv2-frb,Hvidovre VK.2,0.0
161,Kristian, 3, 20,0.0,0.3,0.0,1.0, 0.0%, 0.0%,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,odv,147577,3.0, 66.7%, 1.00,1.0,1.0,0.0,0.0,1.0,3.0,0.0,-1.0, 0.0%, 33.3%, 0.0%,0.0,1.0,0.3,-0.3,1.0,0.0,2.3,1.0,0.0,1.3,4.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,2.0,0.0,1.0,2.0,3.0,3.0, 60.0%, 0.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,1.3,0.7,0.7, 0.222, 44.4%, 22.2%,9.0,2.0,4.0,1.0,2025/2026,Frederiksberg Volley,Odense Volleyball,Bülowsvejhallen 1,yes,0 - 3,lost,2025-11-01,frb-ode,Odense Volleyball,0.0
5,Lasse, 5, 269,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,gev,frb,141063,23.0, 95.7%, 1.91,9.0,7.0,3.0,3.0,1.0,12.0,11.0,2.0, 47.8%, 4.3%, 13.0%,0.6,4.6,0.2,0.4,1.0,0.0,2.8,2.0,0.2,0.8,4.0,4.0,15.0,10.0,1.0,0.0,0.0,0.0,0.4,0.8,1.2,4.0,2.0,2.0,4.0,6.0,4.0, 50.0%, 16.7%,1.0,4.2,3.2,16.0,21.0,5.0, 23.8%, 76.2%, 18.8%, 62.5%,1.2,0.2,1.0, 0.417, 50.0%, 8.3%,12.0,1.0,6.0,0.0,2024/2025,Gentofte Volley.2,Frederiksberg Volley,Kildeskovshal 1 1,yes,3 - 2,lost,2024-09-29,gv2-frb,Gentofte Volley.2,47.82608695652174
16,Lasse, 3, 62,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,k61,141067,9.0, 77.8%, 1.67,1.0,4.0,2.0,0.0,2.0,5.0,4.0,-2.0, 44.4%, 22.2%, 0.0%,0.0,3.0,0.7,-0.7,0.0,2.0,0.0,0.7,0.3,-1.0,-3.0,-3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,2.7,2.7,8.0,8.0,0.0, 0.0%, 100.0%, 25.0%, 50.0%,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,44.44444444444444
26,Lasse, 2, 57,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,fhv,frb,141084,4.0, 100.0%, 2.25,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0, 25.0%, 0.0%, 0.0%,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,1.5,1.5,3.0,3.0,0.0, 0.0%, 100.0%, 0.0%, 66.7%,0.0,0.5,-0.5, -0.333, 0.0%, 33.3%,3.0,1.0,0.0,0.0,2024/2025,Frederiksberg Volley,Farum-Holte,Bülowsvejhallen 1,yes,0 - 3,lost,2025-02-22,frb-fah,Farum-Holte,25.0
35,Lasse, 3, 155,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,tkv,141089,13.0, 76.9%, 1.69,2.0,5.0,2.0,1.0,3.0,7.0,6.0,-2.0, 46.2%, 23.1%, 7.7%,0.3,4.3,1.0,-0.7,1.0,2.0,1.3,2.7,0.3,-1.3,-4.0,-4.0,5.0,8.0,1.0,0.0,0.0,0.0,0.3,0.7,1.0,3.0,1.0,0.0,2.0,3.0,2.0, 50.0%, 16.7%,1.0,2.7,1.7,5.0,8.0,3.0, 37.5%, 62.5%, 0.0%, 40.0%,0.3,0.0,0.3, 0.333, 33.3%, 0.0%,3.0,0.0,1.0,0.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,46.15384615384615
46,Lasse, 2, 100,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,hvk,141099,7.0, 71.4%, 1.57,1.0,2.0,2.0,0.0,2.0,6.0,1.0,-2.0, 14.3%, 28.6%, 0.0%,0.0,3.5,1.0,-1.0,2.0,0.0,0.5,4.0,0.0,-3.5,-7.0,-7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0, 50.0%, 50.0%,1.5,3.0,1.5,3.0,6.0,3.0, 50.0%, 50.0%, 66.7%, 100.0%,0.0,0.5,-0.5, -0.500, 0.0%, 50.0%,2.0,1.0,0.0,0.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,14.285714285714285
58,Lasse, 4, 226,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gev,141108,20.0, 95.0%, 1.74,7.0,8.0,2.0,1.0,1.0,12.0,8.0,0.0, 40.0%, 5.0%, 5.0%,0.3,5.0,0.3,0.0,1.0,0.0,0.8,2.8,1.0,-3.0,-12.0,-12.0,3.0,11.0,4.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,3.0,0.0,4.0,0.0,-3.0, 0.0%, 42.9%,1.8,3.5,1.8,7.0,14.0,7.0, 50.0%, 50.0%, 14.3%, 57.1%,0.5,0.0,0.5, 0.667, 66.7%, 0.0%,3.0,0.0,2.0,0.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,40.0
69,Lasse, 5, 167,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,avk,frb,141119,18.0, 88.9%, 1.72,4.0,10.0,1.0,1.0,2.0,10.0,8.0,-1.0, 44.4%, 11.1%, 5.6%,0.2,3.6,0.4,-0.2,1.0,1.0,0.6,1.4,0.6,-1.4,-7.0,-7.0,3.0,7.0,3.0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,1.0,2.0,2.0,2.0,1.0, 40.0%, 20.0%,0.8,2.2,1.4,7.0,11.0,4.0, 36.4%, 63.6%, 14.3%, 100.0%,0.0,0.0,0.0, 0.000, 0.0%, 0.0%,1.0,0.0,0.0,0.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,44.44444444444444
81,Lasse, 5, 243,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,vli,141123,27.0, 92.6%, 1.89,8.0,10.0,5.0,2.0,2.0,12.0,15.0,0.0, 55.6%, 7.4%, 7.4%,0.4,5.4,0.4,0.0,0.0,2.0,1.8,1.0,0.0,1.0,5.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,2.0,0.0,3.0,4.0,5.0,5.0, 55.6%, 0.0%,0.4,1.8,1.4,7.0,9.0,2.0, 22.2%, 77.8%, 42.9%, 100.0%,0.6,0.2,0.4, 0.333, 50.0%, 16.7%,6.0,1.0,3.0,0.0,2024/2025,Frederiksberg Volley,VLI,Bülowsvejhallen 1,yes,3 - 2,won,2025-01-18,frb-vli,VLI,55.55555555555556
97,Lasse, 4, 217,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,dtu,141139,18.0, 88.9%, 1.82,4.0,7.0,3.0,1.0,2.0,11.0,7.0,-1.0, 38.9%, 11.1%, 5.6%,0.3,4.5,0.5,-0.3,0.0,2.0,2.5,2.8,0.3,-0.3,-1.0,-1.0,11.0,11.0,1.0,0.0,0.0,0.0,0.5,0.0,1.3,1.0,2.0,4.0,0.0,5.0,3.0, 71.4%, 28.6%,1.3,4.3,3.0,12.0,17.0,5.0, 29.4%, 70.6%, 33.3%, 83.3%,1.3,0.0,1.3, 0.455, 45.5%, 0.0%,11.0,0.0,5.0,0.0,2024/2025,Frederiksberg Volley,DTU Volley,Bülowsvejhallen 1,yes,3 - 1,won,2025-01-25,frb-dtu,DTU Volley,38.88888888888889
105,Lasse, 3, 172,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,hvk,frb,141144,13.0, 100.0%, 2.23,1.0,9.0,2.0,1.0,0.0,9.0,4.0,1.0, 30.8%, 0.0%, 7.7%,0.3,4.3,0.0,0.3,0.0,0.0,2.3,1.3,0.3,0.7,2.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,2.0,2.0,3.0,3.0, 60.0%, 0.0%,0.0,1.7,1.7,5.0,5.0,0.0, 0.0%, 100.0%, 80.0%, 100.0%,1.0,1.0,0.0, 0.000, 42.9%, 42.9%,7.0,3.0,3.0,1.0,2024/2025,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-03-29,hv2-frb,Hvidovre VK.2,30.76923076923077
114,Lasse, 4, 217,0.0,0.3,0.0,1.0, 0.0%, 0.0%,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 100.0%, ,frb,grv,141149,22.0, 90.9%, 1.86,6.0,9.0,3.0,2.0,2.0,10.0,12.0,0.0, 54.5%, 9.1%, 9.1%,0.5,5.5,0.5,0.0,0.0,2.0,1.8,0.8,0.3,0.8,3.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,0.0,2.0,4.0,3.0,3.0, 42.9%, 0.0%,0.0,1.5,1.5,6.0,6.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,0.5,0.3,0.3, 0.125, 25.0%, 12.5%,8.0,1.0,2.0,0.0,2024/2025,Frederiksberg Volley,Grøndal EV,Bülowsvejhallen 1,yes,3 - 1,won,2025-03-23,frb-grø,Grøndal EV,54.54545454545454
131,Lasse, 5, 247,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,hvk,frb,144595,19.0, 78.9%, 1.53,6.0,5.0,3.0,1.0,4.0,11.0,8.0,-3.0, 42.1%, 21.1%, 5.3%,0.2,3.8,0.8,-0.6,0.0,4.0,1.2,1.4,0.4,-0.6,-3.0,-3.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,1.6,0.8,4.0,0.0,0.0,8.0,4.0,4.0, 33.3%, 0.0%,0.0,1.8,1.8,9.0,9.0,0.0, 0.0%, 100.0%, 11.1%, 77.8%,0.2,0.4,-0.2, -0.200, 20.0%, 40.0%,5.0,2.0,1.0,0.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,2 - 3,won,2025-10-04,hv2-frb,Hvidovre VK.2,42.10526315789473
143,Lasse, 4, 203,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gen,144610,19.0, 84.2%, 1.47,10.0,1.0,4.0,1.0,3.0,9.0,10.0,-2.0, 52.6%, 15.8%, 5.3%,0.3,4.8,0.8,-0.5,2.0,1.0,2.3,1.0,0.0,1.3,5.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,2.0,0.0,2.0,1.0,4.0,4.0, 80.0%, 0.0%,0.0,1.8,1.8,7.0,7.0,0.0, 0.0%, 100.0%, 71.4%, 100.0%,1.0,0.3,0.8, 0.333, 44.4%, 11.1%,9.0,1.0,4.0,0.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,52.63157894736842
162,Lasse, 3, 150,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,odv,147577,10.0, 100.0%, 2.00,4.0,3.0,2.0,1.0,0.0,8.0,2.0,1.0, 20.0%, 0.0%, 10.0%,0.3,3.3,0.0,0.3,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.0,0.0,2.0,1.0,1.0, 33.3%, 0.0%,0.3,1.7,1.3,4.0,5.0,1.0, 20.0%, 80.0%, 25.0%, 75.0%,0.3,0.7,-0.3, -0.250, 25.0%, 50.0%,4.0,2.0,1.0,2.0,2025/2026,Frederiksberg Volley,Odense Volleyball,Bülowsvejhallen 1,yes,0 - 3,lost,2025-11-01,frb-ode,Odense Volleyball,20.0
17,Mads, 3, 107,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,k61,141067,12.0, 91.7%, 2.17,1.0,6.0,3.0,1.0,1.0,5.0,7.0,0.0, 58.3%, 8.3%, 8.3%,0.3,4.0,0.3,0.0,0.0,1.0,0.7,1.3,0.3,-0.7,-2.0,-2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,1.0,1.0,1.0,2.0,1.0, 50.0%, 25.0%,0.7,2.0,1.3,4.0,6.0,2.0, 33.3%, 66.7%, 75.0%, 75.0%,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,58.333333333333336
27,Mads, 3, 94,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,fhv,frb,141084,7.0, 85.7%, 1.86,1.0,3.0,2.0,0.0,1.0,6.0,1.0,-1.0, 14.3%, 14.3%, 0.0%,0.0,2.3,0.3,-0.3,0.0,1.0,0.3,1.0,0.0,-0.3,-1.0,-1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,1.0,1.0,1.0,0.0,2.0,1.0, 66.7%, 33.3%,0.3,0.7,0.3,1.0,2.0,1.0, 50.0%, 50.0%, 0.0%, 0.0%,0.0,0.0,0.0, 0.000, 0.0%, 0.0%,2.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,Farum-Holte,Bülowsvejhallen 1,yes,0 - 3,lost,2025-02-22,frb-fah,Farum-Holte,14.285714285714285
47,Mads, 5, 130,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,hvk,141099,13.0, 76.9%, 1.85,2.0,3.0,4.0,1.0,3.0,7.0,6.0,-2.0, 46.2%, 23.1%, 7.7%,0.2,2.6,0.6,-0.4,1.0,2.0,0.8,1.2,0.2,-0.6,-3.0,-3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.2,0.6,0.4,2.0,1.0,0.0,3.0,2.0,1.0, 33.3%, 16.7%,0.4,1.2,0.8,4.0,6.0,2.0, 33.3%, 66.7%, 25.0%, 100.0%,0.2,0.0,0.2, 0.333, 33.3%, 0.0%,3.0,0.0,1.0,0.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,46.15384615384615
70,Mads, 5, 99,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,avk,frb,141119,16.0, 100.0%, 2.00,6.0,5.0,4.0,1.0,0.0,7.0,9.0,1.0, 56.3%, 0.0%, 6.3%,0.2,3.2,0.0,0.2,0.0,0.0,0.6,0.0,0.2,0.4,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,1.0,1.0, 100.0%, 0.0%,0.0,0.4,0.4,2.0,2.0,0.0, 0.0%, 100.0%, 0.0%, 50.0%,0.2,0.0,0.2, 1.000, 100.0%, 0.0%,1.0,0.0,1.0,0.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,56.25
87,Mads, 5, 259,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,tkv,frb,141134,21.0, 95.2%, 1.90,6.0,8.0,6.0,0.0,1.0,13.0,8.0,-1.0, 38.1%, 4.8%, 0.0%,0.0,4.2,0.2,-0.2,0.0,1.0,0.6,0.6,0.0,0.6,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,4.0,0.0,0.0,6.0,4.0,4.0, 40.0%, 0.0%,0.2,1.4,1.2,6.0,7.0,1.0, 14.3%, 85.7%, 50.0%, 83.3%,0.4,0.0,0.4, 0.400, 40.0%, 0.0%,5.0,0.0,2.0,0.0,2024/2025,Team Køge,Frederiksberg Volley,Spar Nord Arena 1,yes,2 - 3,won,2025-03-14,tkv-frb,Team Køge,38.095238095238095
152,Mads, 3, 155,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,hvk,frb,147434,19.0, 100.0%, 2.32,3.0,9.0,5.0,2.0,0.0,7.0,12.0,2.0, 63.2%, 0.0%, 10.5%,0.7,6.3,0.0,0.7,0.0,0.0,1.7,0.3,0.0,1.3,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.0,0.0,0.0,2.0,2.0,2.0, 50.0%, 0.0%,0.0,2.0,2.0,6.0,6.0,0.0, 0.0%, 100.0%, 16.7%, 83.3%,0.3,0.0,0.3, 0.500, 50.0%, 0.0%,2.0,0.0,1.0,0.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-10-12,hv2-frb,Hvidovre VK.2,63.1578947368421
132,Malthe, 5, 64,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,hvk,frb,144595,16.0, 93.8%, 1.69,6.0,6.0,3.0,0.0,1.0,9.0,7.0,-1.0, 43.8%, 6.3%, 0.0%,0.0,3.2,0.2,-0.2,0.0,1.0,2.0,1.2,0.2,1.0,5.0,5.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,3.0,0.0,0.0,2.0,3.0,3.0, 60.0%, 0.0%,0.0,1.2,1.2,6.0,6.0,0.0, 0.0%, 100.0%, 50.0%, 66.7%,1.8,1.0,0.8, 0.211, 47.4%, 26.3%,19.0,5.0,9.0,3.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,2 - 3,won,2025-10-04,hv2-frb,Hvidovre VK.2,43.75
144,Malthe, 2, 15,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gen,144610,4.0, 100.0%, 1.25,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0, 50.0%, 0.0%, 0.0%,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0, 50.0%, 0.0%,0.0,0.5,0.5,1.0,1.0,0.0, 0.0%, 100.0%, 0.0%, 100.0%,0.5,0.5,0.0, 0.000, 25.0%, 25.0%,4.0,1.0,1.0,0.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,50.0
