,Player_Name,Games_Played,Points_Played,Got_Aced/Game,Passes/Game,Perfect_Passes/Game,Pass_Rating,Total_Pass_Error_%,3-pass_Percent,Pass_Attempts,1-pass,2-pass,3-pass,Over_the_Net_Pass,Got_Aced,Total_Pass_Errors,First_Ball_Side_Out_%,,team1,team2,kampnr,Serve_Attempts,Serve_%,Serve_Rating,1-Serve,2-Serve,3-Serve,Aces,Serve_Errors,Points_Lost_on_Serve,Points_Won_on_Serve,Serve_Net_Points,Point_Scoring_%,Serve_Error_%,Ace_%,Aces/Game,Serve_Attempts/Game,Serve_Errors/Game,Serve_Net_Points/Game,Errors:_Out,Errors:_Into_Net,Earned/Game,Errors/Game,Faults/Game,Total/Game,Plus/Minus_Total,Plus/Minus_Net_Total,Total_Earned,Total_Errors,Total_Faults,Total_Earned_(them),Total_Errors_(them),Total_Faults_(them),Block_Errors/Game,Blocks_Still_in_Play/Game,Blocks/Game,Block_Assists,Block_Errors,Block_Solos,Blocks_Still_in_Play,Blocks,Net_Blocks,Block_%,Block_Error_%,Dig_Errors/Game,Dig_Attempts/Game,Digs/Game,Digs,Dig_Attempts,Dig_Errors,Dig_Error_%,Dig_%,Kill_to_Dig_%,Attack_Attempt_to_Dig_%,Kills/Game,Attack_Errors/Game,Attack_Net_Points/Game,Hitting_Efficiency,Kill_%,Attack_Error_%,Attack_Attempts,Attack_Errors,Kills,Errors:_Blocked,season,hjemme,ude,spillested,played,resultat,result_for_frb,date,match_name,opponent,Points_Won_on_Serve_%
6,Martin, 5, 87,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,gev,frb,141063,11.0, 63.6%, 1.27,2.0,3.0,2.0,0.0,4.0,7.0,4.0,-4.0, 36.4%, 36.4%, 0.0%,0.0,2.2,0.8,-0.8,3.0,1.0,4.2,3.6,0.2,0.4,2.0,2.0,21.0,18.0,1.0,0.0,0.0,0.0,0.8,1.0,0.8,3.0,4.0,1.0,5.0,4.0,0.0, 30.8%, 30.8%,0.4,2.6,2.2,11.0,13.0,2.0, 15.4%, 84.6%, 18.2%, 72.7%,3.4,1.4,2.0, 0.222, 37.8%, 15.6%,45.0,7.0,17.0,3.0,2024/2025,Gentofte Volley.2,Frederiksberg Volley,Kildeskovshal 1 1,yes,3 - 2,lost,2024-09-29,gv2-frb,Gentofte Volley.2,36.36363636363637
18,Martin, 3, 32,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,k61,141067,2.0, 50.0%, 0.50,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0, 0.0%, 50.0%, 0.0%,0.0,0.7,0.3,-0.3,1.0,0.0,5.0,3.0,0.3,1.7,5.0,5.0,15.0,9.0,1.0,0.0,0.0,0.0,0.3,0.0,1.7,2.0,1.0,3.0,0.0,5.0,4.0, 83.3%, 16.7%,0.3,1.0,0.7,2.0,3.0,1.0, 33.3%, 66.7%, 50.0%, 100.0%,3.3,1.7,1.7, 0.238, 47.6%, 23.8%,21.0,5.0,10.0,2.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,0.0
36,Martin, 3, 50,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,tkv,141089,11.0, 90.9%, 2.45,0.0,4.0,5.0,1.0,1.0,5.0,6.0,0.0, 54.5%, 9.1%, 9.1%,0.3,3.7,0.3,0.0,1.0,0.0,4.0,3.7,0.0,0.3,1.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,3.0,2.0,0.0,2.0,-1.0, 40.0%, 60.0%,1.0,3.7,2.7,8.0,11.0,3.0, 27.3%, 72.7%, 12.5%, 87.5%,3.0,1.3,1.7, 0.227, 40.9%, 18.2%,22.0,4.0,9.0,2.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,54.54545454545454
48,Martin, 2, 20,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,hvk,141099,2.0, 50.0%, 0.50,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0, 0.0%, 50.0%, 0.0%,0.0,1.0,0.5,-0.5,0.0,1.0,3.0,4.5,0.0,-1.5,-3.0,-3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0, 33.3%, 33.3%,0.5,2.0,1.5,3.0,4.0,1.0, 25.0%, 75.0%, 33.3%, 66.7%,2.5,3.0,-0.5, -0.077, 38.5%, 46.2%,13.0,6.0,5.0,1.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,0.0
59,Martin, 2, 21,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gev,141108,4.0, 75.0%, 2.00,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0, 50.0%, 25.0%, 25.0%,0.5,2.0,0.5,0.0,1.0,0.0,6.0,1.0,0.5,4.5,9.0,9.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,2.0,1.0,1.0, 33.3%, 0.0%,0.0,1.0,1.0,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,5.0,0.0,5.0, 0.833, 83.3%, 0.0%,12.0,0.0,10.0,0.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,50.0
71,Martin, 5, 47,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,avk,frb,141119,8.0, 62.5%, 1.13,2.0,2.0,1.0,0.0,3.0,5.0,3.0,-3.0, 37.5%, 37.5%, 0.0%,0.0,1.6,0.6,-0.6,1.0,2.0,2.8,3.2,0.2,-0.6,-3.0,-3.0,14.0,16.0,1.0,0.0,0.0,0.0,0.8,0.2,0.6,0.0,4.0,3.0,1.0,3.0,-1.0, 37.5%, 50.0%,0.4,0.8,0.4,2.0,4.0,2.0, 50.0%, 50.0%, 50.0%, 100.0%,2.2,1.4,0.8, 0.125, 34.4%, 21.9%,32.0,7.0,11.0,5.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,37.5
88,Martin, 5, 76,0.0,0.2,0.0,2.0, 0.0%, 0.0%,1.0,0.0,1.0,0.0,0.0,0.0,0.0, 50.0%, ,tkv,frb,141134,16.0, 81.3%, 2.25,0.0,4.0,8.0,1.0,3.0,10.0,6.0,-1.0, 37.5%, 18.8%, 6.3%,0.2,3.2,0.6,-0.2,1.0,1.0,3.6,3.6,0.2,-0.2,-1.0,-1.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.0,3.0,1.0,1.0, 25.0%, 0.0%,0.4,1.8,1.4,7.0,9.0,2.0, 22.2%, 77.8%, 14.3%, 71.4%,3.2,2.2,1.0, 0.111, 35.6%, 24.4%,45.0,11.0,16.0,7.0,2024/2025,Team Køge,Frederiksberg Volley,Spar Nord Arena 1,yes,2 - 3,won,2025-03-14,tkv-frb,Team Køge,37.5
106,Martin, 3, 49,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,hvk,frb,141144,8.0, 50.0%, 1.13,1.0,1.0,2.0,0.0,4.0,7.0,1.0,-4.0, 12.5%, 50.0%, 0.0%,0.0,2.7,1.3,-1.3,1.0,3.0,8.3,1.7,0.7,6.0,18.0,18.0,25.0,5.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,2.0,0.0,0.0,2.0,2.0,2.0, 50.0%, 0.0%,0.0,1.3,1.3,4.0,4.0,0.0, 0.0%, 100.0%, 50.0%, 75.0%,7.7,0.7,7.0, 0.656, 71.9%, 6.3%,32.0,2.0,23.0,1.0,2024/2025,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-03-29,hv2-frb,Hvidovre VK.2,12.5
115,Martin, 2, 35,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,grv,141149,5.0, 40.0%, 0.80,1.0,0.0,1.0,0.0,3.0,4.0,1.0,-3.0, 20.0%, 60.0%, 0.0%,0.0,2.5,1.5,-1.5,1.0,2.0,5.5,3.5,0.0,2.5,5.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0, 100.0%, 0.0%,0.0,2.5,2.5,5.0,5.0,0.0, 0.0%, 100.0%, 40.0%, 60.0%,4.0,2.0,2.0, 0.160, 32.0%, 16.0%,25.0,4.0,8.0,1.0,2024/2025,Frederiksberg Volley,Grøndal EV,Bülowsvejhallen 1,yes,3 - 1,won,2025-03-23,frb-grø,Grøndal EV,20.0
125,Martin, 3, 52,0.0,0.3,0.0,2.0, 0.0%, 0.0%,1.0,0.0,1.0,0.0,0.0,0.0,0.0, 0.0%, ,avk,frb,144591,8.0, 50.0%, 1.00,2.0,0.0,2.0,0.0,4.0,6.0,2.0,-4.0, 25.0%, 50.0%, 0.0%,0.0,2.7,1.3,-1.3,2.0,2.0,4.3,3.3,0.0,1.0,3.0,3.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%,0.0,1.3,1.3,4.0,4.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,4.3,1.7,2.7, 0.229, 37.1%, 14.3%,35.0,5.0,13.0,1.0,2025/2026,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 0,lost,2025-09-27,avk-frb,Amager Volley.2,25.0
133,Martin, 5, 60,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,hvk,frb,144595,11.0, 81.8%, 1.27,6.0,1.0,2.0,0.0,2.0,8.0,3.0,-2.0, 27.3%, 18.2%, 0.0%,0.0,2.2,0.4,-0.4,1.0,1.0,2.6,2.0,0.0,1.2,6.0,6.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,5.0,0.0,0.0,3.0,5.0,5.0, 62.5%, 0.0%,0.0,1.6,1.6,8.0,8.0,0.0, 0.0%, 100.0%, 25.0%, 62.5%,2.2,1.6,0.6, 0.094, 34.4%, 25.0%,32.0,8.0,11.0,4.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,2 - 3,won,2025-10-04,hv2-frb,Hvidovre VK.2,27.27272727272727
145,Martin, 4, 42,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gen,144610,5.0, 60.0%, 1.40,1.0,0.0,2.0,0.0,2.0,4.0,1.0,-2.0, 20.0%, 40.0%, 0.0%,0.0,1.3,0.5,-0.5,2.0,0.0,4.0,1.0,0.0,3.0,12.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,4.0,0.0,1.0,1.0,5.0,5.0, 83.3%, 0.0%,0.0,1.3,1.3,5.0,5.0,0.0, 0.0%, 100.0%, 20.0%, 80.0%,2.8,0.5,2.3, 0.409, 50.0%, 9.1%,22.0,2.0,11.0,1.0,2025/2026,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2025-11-08,frb-gv2,Gentofte Volley.2,20.0
153,Martin, 2, 23,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,hvk,frb,147434,5.0, 60.0%, 1.80,0.0,1.0,1.0,1.0,2.0,3.0,2.0,-1.0, 40.0%, 40.0%, 20.0%,0.5,2.5,1.0,-0.5,2.0,0.0,3.5,2.0,0.0,1.5,3.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,2.0,1.0,1.0, 33.3%, 0.0%,0.0,0.5,0.5,1.0,1.0,0.0, 0.0%, 100.0%, 0.0%, 0.0%,2.5,1.0,1.5, 0.273, 45.5%, 18.2%,11.0,2.0,5.0,1.0,2025/2026,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-10-12,hv2-frb,Hvidovre VK.2,40.0
163,Martin, 3, 24,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,odv,147577,7.0, 71.4%, 1.86,1.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0, 42.9%, 28.6%, 28.6%,0.7,2.3,0.7,0.0,1.0,1.0,2.3,1.7,0.0,0.7,2.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.0,0.0,0.0,2.0,2.0,2.0, 50.0%, 0.0%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,1.0,1.0,0.0, 0.000, 37.5%, 37.5%,8.0,3.0,3.0,1.0,2025/2026,Frederiksberg Volley,Odense Volleyball,Bülowsvejhallen 1,yes,0 - 3,lost,2025-11-01,frb-ode,Odense Volleyball,42.857142857142854
28,Mikkel, 1, 12,1.0,7.0,2.0,1.63, 12.5%, 25.0%,8.0,3.0,2.0,2.0,0.0,1.0,1.0, 14.3%, ,fhv,frb,141084,1.0, 100.0%, 1.00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%, 0.0%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.0,-2.0,-2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,2.0,2.0,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,1.0,2.0,-1.0, -0.250, 25.0%, 50.0%,4.0,2.0,1.0,1.0,2024/2025,Frederiksberg Volley,Farum-Holte,Bülowsvejhallen 1,yes,0 - 3,lost,2025-02-22,frb-fah,Farum-Holte,0.0
37,Mikkel, 3, 46,0.3,3.0,0.7,1.7, 10.0%, 20.0%,10.0,3.0,4.0,2.0,0.0,1.0,1.0, 40.0%, ,frb,tkv,141089,13.0, 92.3%, 1.85,4.0,5.0,2.0,1.0,1.0,5.0,8.0,0.0, 61.5%, 7.7%, 7.7%,0.3,4.3,0.3,0.0,0.0,1.0,1.7,2.3,0.0,-0.7,-2.0,-2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%,0.3,2.0,1.7,5.0,6.0,1.0, 16.7%, 83.3%, 40.0%, 100.0%,1.3,1.0,0.3, 0.100, 40.0%, 30.0%,10.0,3.0,4.0,2.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,61.53846153846154
49,Mikkel, 4, 48,0.8,4.5,0.5,1.57, 14.3%, 9.5%,21.0,5.0,11.0,2.0,0.0,3.0,3.0, 42.1%, ,frb,hvk,141099,5.0, 100.0%, 1.40,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0, 40.0%, 0.0%, 0.0%,0.0,1.3,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.3,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,1.0, 100.0%, 0.0%,0.0,0.5,0.5,2.0,2.0,0.0, 0.0%, 100.0%, 0.0%, 50.0%,1.8,1.0,0.8, 0.167, 38.9%, 22.2%,18.0,4.0,7.0,3.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,40.0
89,Mikkel, 5, 88,0.0,5.2,0.6,1.85, 0.0%, 11.5%,26.0,7.0,16.0,3.0,0.0,0.0,0.0, 53.8%, ,tkv,frb,141134,19.0, 94.7%, 1.89,5.0,8.0,5.0,0.0,1.0,10.0,9.0,-1.0, 47.4%, 5.3%, 0.0%,0.0,3.8,0.2,-0.2,1.0,0.0,3.2,1.2,0.0,2.2,11.0,11.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,1.0,1.0,1.0, 50.0%, 0.0%,0.0,0.4,0.4,2.0,2.0,0.0, 0.0%, 100.0%, 50.0%, 100.0%,3.2,1.0,2.2, 0.344, 50.0%, 15.6%,32.0,5.0,16.0,1.0,2024/2025,Team Køge,Frederiksberg Volley,Spar Nord Arena 1,yes,2 - 3,won,2025-03-14,tkv-frb,Team Køge,47.368421052631575
38,Nico Lang, 1, 1,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,tkv,141089,1.0, 0.0%, -,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0, 0.0%, 100.0%, 0.0%,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,0.0
60,Nico Lang, 2, 4,0.0,1.0,0.0,2.0, 0.0%, 0.0%,2.0,0.0,2.0,0.0,0.0,0.0,0.0, 100.0%, ,frb,gev,141108,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.5,1.0,0.5,1.0,2.0,1.0, 50.0%, 50.0%, 0.0%, 100.0%,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,
98,Nico Lang, 3, 22,0.0,0.7,0.3,2.0, 0.0%, 50.0%,2.0,1.0,0.0,1.0,0.0,0.0,0.0, 0.0%, ,frb,dtu,141139,10.0, 100.0%, 1.70,4.0,5.0,1.0,0.0,0.0,3.0,7.0,0.0, 70.0%, 0.0%, 0.0%,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.3,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.3,0.3,0.0,0.0,1.0,1.0, 100.0%, 0.0%, -, -,0.0,0.0,0.0, 0.000, 0.0%, 0.0%,1.0,0.0,0.0,0.0,2024/2025,Frederiksberg Volley,DTU Volley,Bülowsvejhallen 1,yes,3 - 1,won,2025-01-25,frb-dtu,DTU Volley,70.0
7,Nicola, 2, 34,0.0,7.5,1.5,1.8, 0.0%, 20.0%,15.0,6.0,6.0,3.0,0.0,0.0,0.0, 46.7%, ,gev,frb,141063,3.0, 66.7%, 1.33,1.0,0.0,1.0,0.0,1.0,3.0,0.0,-1.0, 0.0%, 33.3%, 0.0%,0.0,1.5,0.5,-0.5,0.0,1.0,2.5,2.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0, 100.0%, 0.0%,1.0,3.0,2.0,4.0,6.0,2.0, 33.3%, 66.7%, 25.0%, 100.0%,2.0,1.0,1.0, 0.105, 21.1%, 10.5%,19.0,2.0,4.0,0.0,2024/2025,Gentofte Volley.2,Frederiksberg Volley,Kildeskovshal 1 1,yes,3 - 2,lost,2024-09-29,gv2-frb,Gentofte Volley.2,0.0
29,Nicola, 3, 56,0.3,4.0,0.7,1.58, 7.7%, 15.4%,13.0,4.0,5.0,2.0,1.0,1.0,1.0, 14.3%, ,fhv,frb,141084,12.0, 91.7%, 1.33,7.0,3.0,1.0,0.0,1.0,7.0,5.0,-1.0, 41.7%, 8.3%, 0.0%,0.0,4.0,0.3,-0.3,1.0,0.0,2.0,1.3,0.0,0.7,2.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,1.0,0.0,2.0,0.0,-1.0, 0.0%, 33.3%,0.0,1.7,1.7,5.0,5.0,0.0, 0.0%, 100.0%, 0.0%, 80.0%,2.0,0.3,1.7, 0.278, 33.3%, 5.6%,18.0,1.0,6.0,0.0,2024/2025,Frederiksberg Volley,Farum-Holte,Bülowsvejhallen 1,yes,0 - 3,lost,2025-02-22,frb-fah,Farum-Holte,41.66666666666667
39,Nicola, 3, 51,0.3,2.7,0.3,1.89, 11.1%, 11.1%,9.0,0.0,7.0,1.0,0.0,1.0,1.0, 62.5%, ,frb,tkv,141089,13.0, 92.3%, 2.15,2.0,6.0,2.0,2.0,1.0,6.0,7.0,1.0, 53.8%, 7.7%, 15.4%,0.7,4.3,0.3,0.3,1.0,0.0,2.3,2.0,0.0,0.3,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0, 50.0%, 50.0%,0.0,2.0,2.0,6.0,6.0,0.0, 0.0%, 100.0%, 16.7%, 66.7%,1.3,1.0,0.3, 0.056, 22.2%, 16.7%,18.0,3.0,4.0,1.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,53.84615384615385
61,Nicola, 4, 86,0.0,6.3,2.0,1.94, 0.0%, 32.0%,25.0,8.0,8.0,8.0,1.0,0.0,0.0, 31.0%, ,frb,gev,141108,18.0, 88.9%, 1.78,6.0,5.0,4.0,1.0,2.0,11.0,7.0,-1.0, 38.9%, 11.1%, 5.6%,0.3,4.5,0.5,-0.3,2.0,0.0,4.5,0.8,0.3,3.5,14.0,14.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,2.0,2.0, 100.0%, 0.0%,0.0,1.0,1.0,4.0,4.0,0.0, 0.0%, 100.0%, 75.0%, 75.0%,3.8,0.3,3.5, 0.483, 51.7%, 3.4%,29.0,1.0,15.0,0.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,38.88888888888889
72,Nicola, 5, 86,0.4,5.2,1.2,1.64, 7.1%, 21.4%,28.0,9.0,9.0,6.0,2.0,2.0,2.0, 37.0%, ,avk,frb,141119,13.0, 92.3%, 1.77,3.0,7.0,2.0,0.0,1.0,10.0,3.0,-1.0, 23.1%, 7.7%, 0.0%,0.0,2.6,0.2,-0.2,1.0,0.0,2.6,2.0,0.0,0.6,3.0,3.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,1.0,2.0,1.0,1.0, 33.3%, 0.0%,0.2,0.6,0.4,2.0,3.0,1.0, 33.3%, 66.7%, 0.0%, 50.0%,2.4,1.2,1.2, 0.171, 34.3%, 17.1%,35.0,6.0,12.0,2.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,23.076923076923077
82,Nicola, 5, 93,0.0,4.2,1.0,2.02, 0.0%, 23.8%,21.0,3.0,12.0,5.0,1.0,0.0,0.0, 26.9%, ,frb,vli,141123,19.0, 89.5%, 1.53,8.0,6.0,3.0,0.0,2.0,10.0,9.0,-2.0, 47.4%, 10.5%, 0.0%,0.0,3.8,0.4,-0.4,1.0,1.0,3.6,2.6,0.0,1.2,6.0,6.0,19.0,13.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,3.0,1.0,2.0,1.0,5.0,4.0, 71.4%, 14.3%,0.4,1.2,0.8,4.0,6.0,2.0, 33.3%, 66.7%, 25.0%, 75.0%,2.8,1.6,1.2, 0.176, 41.2%, 23.5%,34.0,8.0,14.0,3.0,2024/2025,Frederiksberg Volley,VLI,Bülowsvejhallen 1,yes,3 - 2,won,2025-01-18,frb-vli,VLI,47.368421052631575
90,Nicola, 5, 104,0.2,7.0,3.0,2.14, 2.8%, 41.7%,36.0,8.0,12.0,15.0,0.0,1.0,1.0, 52.8%, ,tkv,frb,141134,18.0, 100.0%, 1.89,8.0,5.0,4.0,1.0,0.0,12.0,6.0,1.0, 33.3%, 0.0%, 5.6%,0.2,3.6,0.0,0.2,0.0,0.0,4.2,1.6,0.2,2.4,12.0,12.0,21.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,3.0,0.0,3.0,3.0, 100.0%, 0.0%,0.0,0.8,0.8,4.0,4.0,0.0, 0.0%, 100.0%, 25.0%, 75.0%,3.4,1.4,2.0, 0.250, 42.5%, 17.5%,40.0,7.0,17.0,5.0,2024/2025,Team Køge,Frederiksberg Volley,Spar Nord Arena 1,yes,2 - 3,won,2025-03-14,tkv-frb,Team Køge,33.33333333333333
